id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
sNu05k9J8ILFeBzLM7LCIQ,patsys-pizzeria-bay-ridge-brooklyn,Patsy's Pizzeria - Bay Ridge,https://s3-media3.fl.yelpcdn.com/bphoto/qnhA7jezuhBj05SmlOhfeA/o.jpg,False,https://www.yelp.com/biz/patsys-pizzeria-bay-ridge-brooklyn?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,108,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.6217316, 'longitude': -74.0319934}","['delivery', 'pickup']",$$,"{'address1': '8814 3rd Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['8814 3rd Ave', 'Brooklyn, NY 11209']}",+17187453003,(718) 745-3003,9836.638739974449
J6LTk4EZZ4HM7ASkZQztbQ,francescos-brooklyn,Francesco's,https://s3-media3.fl.yelpcdn.com/bphoto/xUx0WrUjshZO_h5wwUiNmQ/o.jpg,False,https://www.yelp.com/biz/francescos-brooklyn?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,81,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 40.68357, 'longitude': -73.99945}","['delivery', 'pickup']",$,"{'address1': '529 Henry St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['529 Henry St', 'Brooklyn, NY 11231']}",+17188340863,(718) 834-0863,2469.8670838183452
8wMJdpw2R_4VfS55itB_gQ,sweetwater-restaurant-brooklyn-2,Sweetwater Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/kMmAhqVDm_aIs0ch-G2EIQ/o.jpg,False,https://www.yelp.com/biz/sweetwater-restaurant-brooklyn-2?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,370,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.7184736, 'longitude': -73.9600178}",[],$$,"{'address1': '105 N 6th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['105 N 6th St', 'Brooklyn, NY 11249']}",+17189630608,(718) 963-0608,3231.820645331585
uQBlitra7XJTFJPXUGWBJw,alphonsos-pizzeria-and-trattoria-new-york,Alphonso's Pizzeria & Trattoria,https://s3-media1.fl.yelpcdn.com/bphoto/vYeAclQZHFTa2YC47hsrdA/o.jpg,False,https://www.yelp.com/biz/alphonsos-pizzeria-and-trattoria-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,129,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.7143, 'longitude': -73.98172}","['delivery', 'pickup']",$,"{'address1': '525 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['525 Grand St', 'New York, NY 10002']}",+12124773367,(212) 477-3367,1445.4936632430633
qZv3GwHh9VHhv9th-N7Wmg,manganaros-hero-boy-new-york,Manganaro's Hero Boy,https://s3-media3.fl.yelpcdn.com/bphoto/lbiKNC2c1Aaj-3oyrX15ZQ/o.jpg,False,https://www.yelp.com/biz/manganaros-hero-boy-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,198,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}]",3.0,"{'latitude': 40.7556311, 'longitude': -73.9944614}","['delivery', 'pickup']",$$,"{'address1': '494 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['494 9th Ave', 'New York, NY 10018']}",+12129477325,(212) 947-7325,5568.222897335344
eby9pE6FzmwjoYRVzDpzew,sette-mezzo-new-york,Sette Mezzo,https://s3-media2.fl.yelpcdn.com/bphoto/2FzyJfh7vR-6Hq8LTbbVxA/o.jpg,False,https://www.yelp.com/biz/sette-mezzo-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,64,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.7693455389848, 'longitude': -73.9627933502197}",[],$$$,"{'address1': '969 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['969 Lexington Ave', 'New York, NY 10021']}",+12124720400,(212) 472-0400,7584.890776082628
VBuF671en_sI7wV5aYkrpg,enzos-pizza-ozone-park-2,Enzo's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/fQsOuvvOKofW2mQc3QWfTg/o.jpg,False,https://www.yelp.com/biz/enzos-pizza-ozone-park-2?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,79,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 40.6842863, 'longitude': -73.8594333}","['delivery', 'pickup']",$$,"{'address1': '8102 Rockaway Blvd', 'address2': '', 'address3': '', 'city': 'Ozone Park', 'zip_code': '11416', 'country': 'US', 'state': 'NY', 'display_address': ['8102 Rockaway Blvd', 'Ozone Park, NY 11416']}",+17182960880,(718) 296-0880,11619.704421961838
ngE6XKXWvDt-yVBET2BVtg,emilios-of-morris-park-bronx,Emilio's of Morris Park,https://s3-media4.fl.yelpcdn.com/bphoto/kmYMpeQzadMSN5r1i6Se4g/o.jpg,False,https://www.yelp.com/biz/emilios-of-morris-park-bronx?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,160,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.849121, 'longitude': -73.854675}","['delivery', 'pickup']",$$,"{'address1': '1051 Morris Park Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10461', 'country': 'US', 'state': 'NY', 'display_address': ['1051 Morris Park Ave', 'Bronx, NY 10461']}",+17188226758,(718) 822-6758,19835.387352359015
lmuX1DybRvpt9LDMHUuKAA,carrabbas-italian-grill-secaucus,Carrabba's Italian Grill,https://s3-media4.fl.yelpcdn.com/bphoto/GmxsuR2mSV-dXnrEX-ZIeA/o.jpg,False,https://www.yelp.com/biz/carrabbas-italian-grill-secaucus?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,210,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.0,"{'latitude': 40.789311, 'longitude': -74.044031317791}",[],$$,"{'address1': '485 Harmon Meadow Blvd', 'address2': '', 'address3': '', 'city': 'Secaucus', 'zip_code': '07094', 'country': 'US', 'state': 'NJ', 'display_address': ['485 Harmon Meadow Blvd', 'Secaucus, NJ 07094']}",+12013308497,(201) 330-8497,10223.520551325568
Da9aNH6kW3fv4mTzqx3yPw,caffe-palermo-new-york-2,Caffe Palermo,https://s3-media1.fl.yelpcdn.com/bphoto/64PxUZtpu2zMUPosXhhMEw/o.jpg,False,https://www.yelp.com/biz/caffe-palermo-new-york-2?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,558,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.7189596, 'longitude': -73.9972725}","['delivery', 'pickup']",$$,"{'address1': '148 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['148 Mulberry St', 'New York, NY 10013']}",+12124314205,(212) 431-4205,1527.347227012769
qoBcWhGwlcUsKIQ2nB22vA,lombardos-of-bay-ridge-brooklyn-2,Lombardo's of Bay Ridge,https://s3-media2.fl.yelpcdn.com/bphoto/dApR-oBFGa2kQIpmEeasfA/o.jpg,False,https://www.yelp.com/biz/lombardos-of-bay-ridge-brooklyn-2?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,134,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.634741, 'longitude': -74.0284259}",['pickup'],$$,"{'address1': '279 71st St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['279 71st St', 'Brooklyn, NY 11209']}",+17182387100,(718) 238-7100,8367.095256061873
Pb2HqSO0SP8HymbZM099hg,tommaso-restaurant-brooklyn-2,Tommaso Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/GjgIG4FY99E5jIulWR4jGg/o.jpg,False,https://www.yelp.com/biz/tommaso-restaurant-brooklyn-2?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,108,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.611598, 'longitude': -74.010337}","['delivery', 'pickup']",$$$,"{'address1': '1464 86th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11228', 'country': 'US', 'state': 'NY', 'display_address': ['1464 86th St', 'Brooklyn, NY 11228']}",+17182369883,(718) 236-9883,10520.22174813807
GnaeBuilZb_fU01v3wNhZw,grimaldis-hoboken,Grimaldi's,https://s3-media3.fl.yelpcdn.com/bphoto/N5G-KR0Q8BJcIK4FnaycQw/o.jpg,False,https://www.yelp.com/biz/grimaldis-hoboken?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,409,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 40.74131, 'longitude': -74.02953}",['delivery'],$$,"{'address1': '411 Washington St', 'address2': '', 'address3': '', 'city': 'Hoboken', 'zip_code': '07030', 'country': 'US', 'state': 'NJ', 'display_address': ['411 Washington St', 'Hoboken, NJ 07030']}",+12017920010,(201) 792-0010,4996.251158691458
qIOdughNii7-OW88IFtPQw,rosas-pizza-ridgewood,Rosa's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/DTa1CbELDyW7LYchNVAoYg/o.jpg,False,https://www.yelp.com/biz/rosas-pizza-ridgewood?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,264,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.712192, 'longitude': -73.899997}",[],$,"{'address1': '6265 Fresh Pond Rd', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['6265 Fresh Pond Rd', 'Ridgewood, NY 11385']}",+17184977672,(718) 497-7672,7983.5045495200175
oJ_XSPZFpvIt6rvheSQl7A,bleecker-street-pizza-new-york,Bleecker Street Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/Kyi2tP43S_a6s-zXD38NUQ/o.jpg,False,https://www.yelp.com/biz/bleecker-street-pizza-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,2362,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.7320627016512, 'longitude': -74.0036552270137}","['delivery', 'pickup']",$,"{'address1': '69 7th Ave S', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['69 7th Ave S', 'New York, NY 10014']}",+12129244466,(212) 924-4466,3072.9540450669765
F2R-y69dCJlTiXS0NcElDQ,astoria-pizza-factory-astoria,Astoria Pizza Factory,https://s3-media2.fl.yelpcdn.com/bphoto/JPbXOHNrs1QM73ZUFtl1XA/o.jpg,False,https://www.yelp.com/biz/astoria-pizza-factory-astoria?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,156,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'catering', 'title': 'Caterers'}]",4.5,"{'latitude': 40.7786344992522, 'longitude': -73.9026485111397}","['delivery', 'pickup']",$,"{'address1': '1946 37th St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['1946 37th St', 'Astoria, NY 11105']}",+17187269112,(718) 726-9112,11217.983524051704
JYNBy2r3LVhJbLHE1bASfg,the-smith-new-york-3,The Smith,https://s3-media4.fl.yelpcdn.com/bphoto/xJ_cTGgxwPs_Tr4cIw_VOA/o.jpg,False,https://www.yelp.com/biz/the-smith-new-york-3?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,1713,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7716201269986, 'longitude': -73.9818377981476}","['delivery', 'pickup']",$$,"{'address1': '1900 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['1900 Broadway', 'New York, NY 10023']}",+12124965700,(212) 496-5700,7432.796735777396
tHW3EwGwai1AiWQ6ZD-wjg,industry-kitchen-new-york,Industry Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/EAoARKfKhWeDNiFVwZN1Lg/o.jpg,False,https://www.yelp.com/biz/industry-kitchen-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,615,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 40.7049434740873, 'longitude': -74.0048825740814}","['delivery', 'pickup']",$$,"{'address1': '70 South St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['70 South St', 'New York, NY 10005']}",+12124879600,(212) 487-9600,894.3592805518992
wnXdgkWYN0p4SEl_AdMzLA,bar-toto-brooklyn,Bar Toto,https://s3-media2.fl.yelpcdn.com/bphoto/RS5kECYkJIC3pObzEptyDQ/o.jpg,False,https://www.yelp.com/biz/bar-toto-brooklyn?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,266,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 40.6669, 'longitude': -73.984672}","['delivery', 'pickup']",$$,"{'address1': '411 11th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['411 11th St', 'Brooklyn, NY 11215']}",+17187684698,(718) 768-4698,4362.700185622513
aaA4UHm25lbUIOlwwjWLyw,roeys-new-york,Roey's,https://s3-media4.fl.yelpcdn.com/bphoto/MPIHxubSegSnZ31CEVP1mw/o.jpg,False,https://www.yelp.com/biz/roeys-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,80,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 40.73596, 'longitude': -74.00093}","['delivery', 'pickup']",$$,"{'address1': '1 Perry St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['1 Perry St', 'New York, NY 10014']}",+16468641200,(646) 864-1200,3442.7663655504134
Bh1JBgQWZl9zct46uw_FzQ,charlie-bird-new-york,Charlie Bird,https://s3-media2.fl.yelpcdn.com/bphoto/6SVsXN-v0Uqoi-NkDpthRg/o.jpg,False,https://www.yelp.com/biz/charlie-bird-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,462,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.72781, 'longitude': -74.002861}",[],$$,"{'address1': '5 King St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['5 King St', 'New York, NY 10012']}",+12122357133,(212) 235-7133,2586.7950545462
PxDPLaLj8349G5MsyMmV7w,l-italiano-trattoria-oakland-gardens,L' Italiano Trattoria,https://s3-media2.fl.yelpcdn.com/bphoto/gLDA3zQvMDAhx5QZKeEsEw/o.jpg,False,https://www.yelp.com/biz/l-italiano-trattoria-oakland-gardens?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,62,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.74809, 'longitude': -73.7613499}",[],$$,"{'address1': '216-01 Horace Harding Expwy N', 'address2': '', 'address3': '', 'city': 'Oakland Gardens', 'zip_code': '11364', 'country': 'US', 'state': 'NY', 'display_address': ['216-01 Horace Harding Expwy N', 'Oakland Gardens, NY 11364']}",+17182242536,(718) 224-2536,20193.684436765237
8Yv1jmEmwaB5-rsIVIXAig,la-traviata-pizzeria-new-york-2,LA Traviata Pizzeria,https://s3-media4.fl.yelpcdn.com/bphoto/KQRNd4gRwseB0baOka1fMw/o.jpg,False,https://www.yelp.com/biz/la-traviata-pizzeria-new-york-2?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,175,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 40.77505, 'longitude': -73.98088}","['delivery', 'pickup']",$,"{'address1': '101 W 68th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['101 W 68th St', 'New York, NY 10023']}",+12127211101,(212) 721-1101,7824.32643786717
6zH2Ih2Hw2wwf9ssIbZYRw,vinotapa-new-york,VinoTapa,https://s3-media4.fl.yelpcdn.com/bphoto/l7MDCcS8vM5NgC4V-eK8fw/o.jpg,False,https://www.yelp.com/biz/vinotapa-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,405,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.0,"{'latitude': 40.7436868467235, 'longitude': -73.9790102422585}","['delivery', 'pickup']",$$,"{'address1': '201 E 31st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['201 E 31st St', 'New York, NY 10016']}",+12127258466,(212) 725-8466,4443.061319106825
461hss6jSwjN8FdiZgN6wA,the-original-goodfellas-brick-oven-pizza-staten-island-2,The Original Goodfella's Brick Oven Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/6DQT6mdKn05HGmDapqlRgA/o.jpg,False,https://www.yelp.com/biz/the-original-goodfellas-brick-oven-pizza-staten-island-2?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,260,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.586785, 'longitude': -74.091438}","['delivery', 'pickup']",$$,"{'address1': '1718 Hylan Blvd', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10305', 'country': 'US', 'state': 'NY', 'display_address': ['1718 Hylan Blvd', 'Staten Island, NY 10305']}",+17189872422,(718) 987-2422,15532.71466648253
BnD4rXxjArNd9q5sC8t4uQ,the-longshoreman-new-york,The Longshoreman,https://s3-media4.fl.yelpcdn.com/bphoto/Jy9SQVzv8oDhWubvUjLa_A/o.jpg,False,https://www.yelp.com/biz/the-longshoreman-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,57,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.68472, 'longitude': -74.0027}",[],,"{'address1': '215 Columbia St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['215 Columbia St', 'New York, NY 11231']}",+19292950285,(929) 295-0285,2412.218171966761
JZxGDv-ZhWnfMwlkboqG6w,nuccis-south-staten-island,Nucci's South,https://s3-media1.fl.yelpcdn.com/bphoto/1twR3v3KOi5bkCel8KmNdQ/o.jpg,False,https://www.yelp.com/biz/nuccis-south-staten-island?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,118,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.5241224873809, 'longitude': -74.2385790765824}","['delivery', 'pickup']",$$,"{'address1': '4848 Arthur Kill Rd', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10309', 'country': 'US', 'state': 'NY', 'display_address': ['4848 Arthur Kill Rd', 'Staten Island, NY 10309']}",+17189673600,(718) 967-3600,28838.930001714518
-UcF6qcgG6a36tcYDCcWGw,buon-cafe-and-trattoria-middle-village-2,Buon Cafe & Trattoria,https://s3-media3.fl.yelpcdn.com/bphoto/etCcZlET5fDa-YPOTkWEEg/o.jpg,False,https://www.yelp.com/biz/buon-cafe-and-trattoria-middle-village-2?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,133,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 40.72193, 'longitude': -73.88532}","['delivery', 'pickup']",$$,"{'address1': '74-02 Eliot Ave', 'address2': '', 'address3': '', 'city': 'Middle Village', 'zip_code': '11379', 'country': 'US', 'state': 'NY', 'display_address': ['74-02 Eliot Ave', 'Middle Village, NY 11379']}",+17184782200,(718) 478-2200,9364.055728176307
6BC5LQI4Cg3KChkgigo9sA,lo-duca-pizza-brooklyn,Lo Duca Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/TzsRRoCbP1MdWug79I7lRQ/o.jpg,False,https://www.yelp.com/biz/lo-duca-pizza-brooklyn?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,112,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.6349400235262, 'longitude': -73.9625812061059}",[],$,"{'address1': '14 Newkirk Plz', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['14 Newkirk Plz', 'Brooklyn, NY 11226']}",+17188591501,(718) 859-1501,8283.427380652798
pQo-KWQxuH26y0IzZbQj0A,joe-and-sals-pizza-brooklyn,Joe & Sal's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/V4YjC0FeTG15Pkb12ypLgQ/o.jpg,False,https://www.yelp.com/biz/joe-and-sals-pizza-brooklyn?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,140,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]",4.0,"{'latitude': 40.669299, 'longitude': -73.958753}","['delivery', 'pickup']",$,"{'address1': '842 Franklin Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['842 Franklin Ave', 'Brooklyn, NY 11225']}",+17184848732,(718) 484-8732,5013.289226575209
B0eYXTeHk4405VdIplHK_A,dolce-fantasia-staten-island,Dolce Fantasia,https://s3-media1.fl.yelpcdn.com/bphoto/CYSocgHTvkf7Z4STS12GZg/o.jpg,False,https://www.yelp.com/biz/dolce-fantasia-staten-island?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,41,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 40.62627, 'longitude': -74.13019}","['delivery', 'pickup']",,"{'address1': '1210 Forest Ave', 'address2': None, 'address3': '', 'city': 'Staten Island', 'zip_code': '10310', 'country': 'US', 'state': 'NY', 'display_address': ['1210 Forest Ave', 'Staten Island, NY 10310']}",+17184201411,(718) 420-1411,14459.479757156694
